"","site_id","lat","long","year","Historical_results","Current_WAVE_Score"
"269","41.928_-73.895",41.928,-73.895,"2016","2016: No Known Impact","No Known Impact"
"270","41.944_-73.602",41.944,-73.602,"2016","2016: No Known Impact","No Known Impact"
"271","41.948_-73.511",41.948,-73.511,"2014","2014: No Conclusion","No Conclusion"
"272","41.979_-73.963",41.979,-73.963,"2013","2013: Possibly Impaired","Possibly Impaired"
"273","41.984_-73.914",41.984,-73.914,"2012","2012: No Conclusion","No Conclusion"
"274","42.001_-76.558",42.001,-76.558,"2015","2015: No Known Impact","No Known Impact"
"275","42.007_-78.776",42.007,-78.776,"2014","2014: No Conclusion","No Conclusion"
"276","42.011_-75.789",42.011,-75.789,"2017","2017: No Conclusion","No Conclusion"
"277","42.016_-75.133",42.016,-75.133,"2013","2013: No Conclusion","No Conclusion"
"278","42.018_-73.978",42.018,-73.978,"2013","2013: No Known Impact","No Known Impact"
"279","42.018_-76.723",42.018,-76.723,"2017","2017: No Conclusion","No Conclusion"
"280","42.02_-74.268",42.02,-74.268,"2012","2012: No Conclusion
2012: No Known Impact","No Known Impact"
"281","42.025_-76.623",42.025,-76.623,"2017","2017: No Conclusion","No Conclusion"
"282","42.026_-76.524",42.026,-76.524,"2015","2015: No Known Impact","No Known Impact"
"283","42.027_-75.8",42.027,-75.8,"2017","2017: No Conclusion","No Conclusion"
"284","42.027_-79.286",42.027,-79.286,"2015","2015: No Known Impact","No Known Impact"
"285","42.029_-77.933",42.029,-77.933,"2013","2013: No Conclusion","No Conclusion"
"286","42.03_-75.805",42.03,-75.805,"2016","2016: Dry","Dry"
"287","42.031_-74.37",42.031,-74.37,"2017","2017: No Conclusion","No Conclusion"
"288","42.034_-74.368",42.034,-74.368,"2017","2017: No Known Impact","No Known Impact"
"289","42.041_-73.644",42.041,-73.644,"2016","2016: No Conclusion","No Conclusion"
"290","42.045_-73.913",42.045,-73.913,"2012","2012: No Conclusion","No Conclusion"
"291","42.049_-77.93",42.049,-77.93,"2013","2013: No Known Impact","No Known Impact"
"292","42.059_-73.6",42.059,-73.6,"2016","2016: No Known Impact","No Known Impact"
"293","42.059_-76.736",42.059,-76.736,"2018","2018: No Conclusion
2017: No Conclusion","No Conclusion"
"294","42.062_-74.157",42.062,-74.157,"2016","2016: No Known Impact","No Known Impact"
"295","42.062_-74.844",42.062,-74.844,"2013","2013: No Conclusion","No Conclusion"
"296","42.067_-74.16",42.067,-74.16,"2016","2016: No Conclusion","No Conclusion"
"297","42.071_-76.775",42.071,-76.775,"2016","2016: No Conclusion","No Conclusion"
"298","42.074_-76.94",42.074,-76.94,"2018","2018: No Conclusion","No Conclusion"
"299","42.075_-74.126",42.075,-74.126,"2015","2015: No Conclusion","No Conclusion"
"300","42.076_-75.622",42.076,-75.622,"2016","2016: No Conclusion","No Conclusion"
"301","42.078_-74.336",42.078,-74.336,"2012","2012: No Known Impact
2012: No Known Impact","No Known Impact"
"302","42.08_-73.938",42.08,-73.938,"2015","2015: Possibly Impaired","Possibly Impaired"
"303","42.08_-75.64",42.08,-75.64,"2016","2016: No Conclusion","No Conclusion"
"304","42.081_-74.333",42.081,-74.333,"2012","2012: No Conclusion","No Conclusion"
"305","42.081_-76.78",42.081,-76.78,"2017","2017: No Conclusion
2016: Possibly Impaired","No Conclusion"
"306","42.083_-79.225",42.083,-79.225,"2018","2018: No Conclusion","No Conclusion"
"307","42.083_-79.686",42.083,-79.686,"2014","2014: No Conclusion","No Conclusion"
"308","42.086_-74.179",42.086,-74.179,"2016","2016: No Known Impact","No Known Impact"
"309","42.086_-76.691",42.086,-76.691,"2016","2016: No Conclusion","No Conclusion"
"310","42.087_-76.866",42.087,-76.866,"2017","2017: No Known Impact","No Known Impact"
"311","42.088_-73.977",42.088,-73.977,"2014","2014: No Conclusion","No Conclusion"
"312","42.09_-76.054",42.09,-76.054,"2017","2017: Possibly Impaired","Possibly Impaired"
"313","42.092_-76.014",42.092,-76.014,"2015","2015: No Conclusion","No Conclusion"
"314","42.092_-76.547",42.092,-76.547,"2017","2017: No Known Impact
2016: No Known Impact","No Known Impact"
"315","42.094_-79.231",42.094,-79.231,"2016","2016: No Conclusion","No Conclusion"
"316","42.094_-79.241",42.094,-79.241,"2016","2016: No Conclusion","No Conclusion"
"317","42.101_-76.025",42.101,-76.025,"2017","2017: No Conclusion","No Conclusion"
"318","42.105_-76.922",42.105,-76.922,"2017","2017: No Known Impact","No Known Impact"
"319","42.108_-73.95",42.108,-73.95,"2012","2012: No Conclusion","No Conclusion"
"320","42.112_-79.217",42.112,-79.217,"2016","2016: No Conclusion","No Conclusion"
"321","42.115_-74.055",42.115,-74.055,"2013","2013: No Known Impact","No Known Impact"
"322","42.116_-76.548",42.116,-76.548,"2016","2016: No Conclusion","No Conclusion"
"323","42.116_-76.865",42.116,-76.865,"2017","2017: No Conclusion","No Conclusion"
"324","42.117_-77.943",42.117,-77.943,"2015","2015: No Known Impact","No Known Impact"
"325","42.118_-79.194",42.118,-79.194,"2016","2016: No Conclusion","No Conclusion"
"326","42.119_-79.084",42.119,-79.084,"2015","2015: No Known Impact","No Known Impact"
"327","42.121_-74.399",42.121,-74.399,"2012","2012: No Known Impact","No Known Impact"
"328","42.122_-73.72",42.122,-73.72,"2012","2012: No Conclusion","No Conclusion"
"329","42.123_-74.021",42.123,-74.021,"2013","2013: No Known Impact","No Known Impact"
"330","42.124_-73.721",42.124,-73.721,"2016","2016: No Known Impact
2015: No Known Impact
2014: No Known Impact","No Known Impact"
"331","42.124_-74.399",42.124,-74.399,"2012","2012: No Conclusion
2012: No Known Impact","No Known Impact"
"332","42.125_-75.672",42.125,-75.672,"2017","2017: No Conclusion","No Conclusion"
"333","42.126_-74.944",42.126,-74.944,"2013","2013: No Conclusion","No Conclusion"
"334","42.136_-76.86",42.136,-76.86,"2018","2018: No Conclusion","No Conclusion"
"335","42.137_-74.689",42.137,-74.689,"2013","2013: No Conclusion","No Conclusion"
"336","42.139_-75.942",42.139,-75.942,"2017","2017: No Conclusion","No Conclusion"
"337","42.14_-75.894",42.14,-75.894,"2019","2019: No Conclusion
2018: No Conclusion
2017: No Conclusion","No Conclusion"
"338","42.14_-75.895",42.14,-75.895,"2017","2017: No Conclusion","No Conclusion"
"339","42.142_-76.766",42.142,-76.766,"2018","2018: No Conclusion","No Conclusion"
"340","42.145_-75.911",42.145,-75.911,"2017","2017: No Conclusion","No Conclusion"
"341","42.146_-76.808",42.146,-76.808,"2017","2017: No Conclusion","No Conclusion"
"342","42.15_-73.875",42.15,-73.875,"2013","2013: No Conclusion","No Conclusion"
"343","42.15_-77.819",42.15,-77.819,"2015","2015: No Known Impact","No Known Impact"
"344","42.151_-74.519",42.151,-74.519,"2014","2014: No Known Impact","No Known Impact"
"345","42.152_-74.131",42.152,-74.131,"2016","2016: No Known Impact","No Known Impact"
"346","42.152_-76.89",42.152,-76.89,"2017","2017: No Conclusion","No Conclusion"
"347","42.154_-73.52",42.154,-73.52,"2016","2016: No Known Impact","No Known Impact"
"348","42.154_-78.126",42.154,-78.126,"2013","2013: No Known Impact","No Known Impact"
"349","42.155_-74.533",42.155,-74.533,"2014","2014: No Conclusion","No Conclusion"
"350","42.155_-75.165",42.155,-75.165,"2015","2015: No Known Impact","No Known Impact"
"351","42.157_-77.802",42.157,-77.802,"2015","2015: No Known Impact","No Known Impact"
"352","42.158_-74.521",42.158,-74.521,"2014","2014: No Known Impact","No Known Impact"
"353","42.158_-79.595",42.158,-79.595,"2014","2014: No Conclusion","No Conclusion"
"354","42.159_-74.208",42.159,-74.208,"2020","2020: No Known Impact","No Known Impact"
"355","42.159_-74.556",42.159,-74.556,"2014","2014: No Known Impact","No Known Impact"
"356","42.159_-75.112",42.159,-75.112,"2015","2015: No Known Impact","No Known Impact"
"357","42.169_-74.15",42.169,-74.15,"2016","2016: No Known Impact","No Known Impact"
"358","42.17_-73.52",42.17,-73.52,"2014","2014: No Conclusion","No Conclusion"
"359","42.172_-73.516",42.172,-73.516,"2016","2016: No Conclusion
2014: No Conclusion","No Conclusion"
"360","42.172_-74.019",42.172,-74.019,"2012","2012: No Conclusion
2012: No Known Impact","No Known Impact"
"361","42.172_-74.148",42.172,-74.148,"2016","2016: No Known Impact","No Known Impact"
"362","42.172_-76.734",42.172,-76.734,"2017","2017: No Conclusion","No Conclusion"
"363","42.176_-75.279",42.176,-75.279,"2013","2013: No Known Impact","No Known Impact"
"364","42.178_-73.57",42.178,-73.57,"2015","2015: No Conclusion
2014: No Conclusion
2013: No Conclusion
2013: No Conclusion","No Conclusion"
"365","42.181_-74.197",42.181,-74.197,"2017","2017: No Known Impact","No Known Impact"
"366","42.181_-74.597",42.181,-74.597,"2018","2018: No Known Impact","No Known Impact"
"367","42.181_-75.622",42.181,-75.622,"2015","2015: No Known Impact","No Known Impact"
"368","42.182_-74.204",42.182,-74.204,"2014","2014: No Conclusion","No Conclusion"
"369","42.182_-75.013",42.182,-75.013,"2015","2015: No Conclusion","No Conclusion"
"370","42.186_-73.494",42.186,-73.494,"2018","2018: No Conclusion","No Conclusion"
"371","42.186_-74.19",42.186,-74.19,"2020","2020: No Known Impact","No Known Impact"
"372","42.186_-76.73",42.186,-76.73,"2018","2018: No Conclusion","No Conclusion"
"373","42.19_-74.188",42.19,-74.188,"2015","2015: No Conclusion","No Conclusion"
"374","42.19_-74.997",42.19,-74.997,"2015","2015: No Conclusion","No Conclusion"
"375","42.191_-76.058",42.191,-76.058,"2017","2017: No Conclusion","No Conclusion"
"376","42.192_-75.619",42.192,-75.619,"2015","2015: No Known Impact","No Known Impact"
"377","42.193_-73.58",42.193,-73.58,"2018","2018: No Conclusion","No Conclusion"
"378","42.193_-75.902",42.193,-75.902,"2017","2017: No Known Impact","No Known Impact"
"379","42.195_-74.055",42.195,-74.055,"2012","2012: No Conclusion","No Conclusion"
"380","42.195_-74.092",42.195,-74.092,"2012","2012: No Conclusion","No Conclusion"
"381","42.196_-73.74",42.196,-73.74,"2014","2014: No Conclusion","No Conclusion"
"382","42.197_-73.501",42.197,-73.501,"2016","2016: No Conclusion","No Conclusion"
"383","42.197_-73.943",42.197,-73.943,"2014","2014: No Conclusion","No Conclusion"
"384","42.197_-75.656",42.197,-75.656,"2015","2015: No Known Impact","No Known Impact"
"385","42.201_-79.15",42.201,-79.15,"2014","2014: No Known Impact","No Known Impact"
"386","42.202_-76.991",42.202,-76.991,"2016","2016: No Known Impact","No Known Impact"
"387","42.205_-73.975",42.205,-73.975,"2014","2014: No Conclusion","No Conclusion"
"388","42.205_-75.274",42.205,-75.274,"2015","2015: No Known Impact","No Known Impact"
"389","42.205_-75.276",42.205,-75.276,"2014","2014: No Known Impact","No Known Impact"
"390","42.206_-74.208",42.206,-74.208,"2020","2020: No Conclusion","No Conclusion"
"391","42.206_-75.275",42.206,-75.275,"2017","2017: No Known Impact","No Known Impact"
"392","42.215_-76.04",42.215,-76.04,"2019","2019: No Known Impact","No Known Impact"
"393","42.221_-79.053",42.221,-79.053,"2017","2017: No Known Impact","No Known Impact"
"394","42.225_-75.164",42.225,-75.164,"2013","2013: No Known Impact","No Known Impact"
"395","42.226_-75.916",42.226,-75.916,"2015","2015: No Known Impact","No Known Impact"
"396","42.228_-74.474",42.228,-74.474,"2018","2018: No Conclusion","No Conclusion"
"397","42.231_-75.526",42.231,-75.526,"2020","2020: No Conclusion","No Conclusion"
"398","42.232_-73.69",42.232,-73.69,"2016","2016: No Known Impact","No Known Impact"
"399","42.232_-75.526",42.232,-75.526,"2015","2015: No Known Impact","No Known Impact"
"400","42.233_-73.69",42.233,-73.69,"2015","2015: No Conclusion
2014: No Conclusion
2012: No Conclusion","No Conclusion"
"401","42.233_-74.13",42.233,-74.13,"2017","2017: No Conclusion","No Conclusion"
"402","42.233_-76.841",42.233,-76.841,"2016","2016: No Conclusion","No Conclusion"
"403","42.234_-74.13",42.234,-74.13,"2015","2015: No Conclusion","No Conclusion"
"404","42.237_-74.011",42.237,-74.011,"2012","2012: No Conclusion","No Conclusion"
"405","42.237_-74.114",42.237,-74.114,"2013","2013: No Conclusion","No Conclusion"
"406","42.238_-74.147",42.238,-74.147,"2017","2017: No Known Impact
2015: No Known Impact
2014: No Known Impact","No Known Impact"
"407","42.248_-73.655",42.248,-73.655,"2012","2012: No Known Impact","No Known Impact"
"408","42.248_-74.303",42.248,-74.303,"2015","2015: No Conclusion
2014: No Conclusion","No Conclusion"
"409","42.249_-74.303",42.249,-74.303,"2017","2017: No Conclusion","No Conclusion"
"410","42.255_-75.487",42.255,-75.487,"2020","2020: No Conclusion","No Conclusion"
"411","42.258_-75.767",42.258,-75.767,"2017","2017: No Known Impact","No Known Impact"
"412","42.268_-77.76",42.268,-77.76,"2017","2017: No Conclusion","No Conclusion"
"413","42.274_-76.838",42.274,-76.838,"2017","2017: No Conclusion","No Conclusion"
"414","42.28_-73.711",42.28,-73.711,"2015","2015: No Conclusion
2014: No Conclusion","No Conclusion"
"415","42.285_-75.889",42.285,-75.889,"2019","2019: No Known Impact
2018: No Conclusion
2017: No Known Impact","No Known Impact"
"416","42.289_-77.748",42.289,-77.748,"2016","2016: No Conclusion","No Conclusion"
"417","42.29_-75.212",42.29,-75.212,"2017","2017: No Known Impact","No Known Impact"
"418","42.298_-76.716",42.298,-76.716,"2017","2017: No Known Impact","No Known Impact"
"419","42.299_-79.099",42.299,-79.099,"2015","2015: No Conclusion","No Conclusion"
"420","42.302_-74.561",42.302,-74.561,"2013","2013: No Known Impact","No Known Impact"
"421","42.306_-75.536",42.306,-75.536,"2017","2017: No Known Impact
2016: No Known Impact
2015: No Known Impact","No Known Impact"
"422","42.306_-79.578",42.306,-79.578,"2014","2014: No Known Impact","No Known Impact"
"423","42.309_-79.574",42.309,-79.574,"2014","2014: No Conclusion
2014: No Conclusion","No Conclusion"
"424","42.312_-78.038",42.312,-78.038,"2013","2013: No Conclusion","No Conclusion"
"425","42.314_-76.65",42.314,-76.65,"2017","2017: No Conclusion","No Conclusion"
"426","42.316_-76.713",42.316,-76.713,"2017","2017: No Conclusion","No Conclusion"
"427","42.321_-75.183",42.321,-75.183,"2017","2017: No Known Impact","No Known Impact"
"428","42.323_-74.092",42.323,-74.092,"2012","2012: No Conclusion","No Conclusion"
"429","42.325_-77.551",42.325,-77.551,"2013","2013: No Conclusion","No Conclusion"
"430","42.328_-76.885",42.328,-76.885,"2020","2020: No Conclusion","No Conclusion"
"431","42.331_-79.568",42.331,-79.568,"2014","2014: No Conclusion","No Conclusion"
"432","42.332_-75.176",42.332,-75.176,"2017","2017: No Known Impact","No Known Impact"
"433","42.333_-75.288",42.333,-75.288,"2017","2017: No Known Impact","No Known Impact"
"434","42.335_-76.83",42.335,-76.83,"2020","2020: No Conclusion","No Conclusion"
"435","42.336_-73.432",42.336,-73.432,"2015","2015: No Known Impact","No Known Impact"
"436","42.337_-76.787",42.337,-76.787,"2018","2018: No Conclusion","No Conclusion"
"437","42.337_-76.838",42.337,-76.838,"2015","2015: No Known Impact","No Known Impact"
"438","42.338_-74.451",42.338,-74.451,"2018","2018: No Known Impact","No Known Impact"
"439","42.34_-73.627",42.34,-73.627,"2016","2016: No Conclusion
2015: No Conclusion
2014: No Conclusion","No Conclusion"
"440","42.34_-74.078",42.34,-74.078,"2013","2013: No Known Impact","No Known Impact"
"441","42.345_-75.054",42.345,-75.054,"2017","2017: No Known Impact","No Known Impact"
"442","42.351_-75.968",42.351,-75.968,"2017","2017: No Conclusion","No Conclusion"
"443","42.355_-77.92",42.355,-77.92,"2013","2013: No Conclusion","No Conclusion"
"444","42.368_-73.603",42.368,-73.603,"2012","2012: No Conclusion","No Conclusion"
"445","42.368_-75.127",42.368,-75.127,"2017","2017: No Known Impact","No Known Impact"
"446","42.368_-76.718",42.368,-76.718,"2017","2017: No Conclusion","No Conclusion"
"447","42.369_-73.718",42.369,-73.718,"2014","2014: No Conclusion","No Conclusion"
"448","42.369_-76.901",42.369,-76.901,"2016","2016: No Known Impact","No Known Impact"
"449","42.369_-78.14",42.369,-78.14,"2013","2013: No Conclusion","No Conclusion"
"450","42.371_-73.608",42.371,-73.608,"2016","2016: No Known Impact
2015: No Conclusion
2014: No Conclusion","No Known Impact"
"451","42.372_-73.592",42.372,-73.592,"2014","2014: No Conclusion","No Conclusion"
"452","42.373_-73.656",42.373,-73.656,"2014","2014: No Conclusion","No Conclusion"
"453","42.375_-76.873",42.375,-76.873,"2016","2016: No Known Impact","No Known Impact"
"454","42.377_-73.429",42.377,-73.429,"2015","2015: No Known Impact","No Known Impact"
"455","42.39_-73.551",42.39,-73.551,"2012","2012: No Known Impact
2012: No Known Impact","No Known Impact"
"456","42.39_-75.074",42.39,-75.074,"2017","2017: No Known Impact","No Known Impact"
"457","42.392_-76.597",42.392,-76.597,"2022","2022: No Known Impact","No Known Impact"
"458","42.398_-76.547",42.398,-76.547,"2016","2016: No Known Impact","No Known Impact"
"459","42.406_-76.598",42.406,-76.598,"2022","2022: No Known Impact","No Known Impact"
"460","42.408_-73.68",42.408,-73.68,"2016","2016: No Conclusion
2015: No Known Impact
2014: No Conclusion","No Conclusion"
"461","42.409_-74.461",42.409,-74.461,"2015","2015: No Conclusion","No Conclusion"
"462","42.41_-73.522",42.41,-73.522,"2012","2012: No Known Impact","No Known Impact"
"463","42.412_-73.449",42.412,-73.449,"2014","2014: No Conclusion","No Conclusion"
"464","42.412_-73.681",42.412,-73.681,"2015","2015: No Conclusion","No Conclusion"
"465","42.414_-76.53",42.414,-76.53,"2015","2015: No Known Impact","No Known Impact"
"466","42.419_-76.849",42.419,-76.849,"2017","2017: No Known Impact","No Known Impact"
"467","42.42_-76.465",42.42,-76.465,"2016","2016: No Known Impact","No Known Impact"
"468","42.423_-74.218",42.423,-74.218,"2013","2013: No Known Impact","No Known Impact"
"469","42.423_-76.524",42.423,-76.524,"2015","2015: No Known Impact","No Known Impact"
"470","42.424_-76.203",42.424,-76.203,"2016","2016: No Known Impact","No Known Impact"
"471","42.427_-73.676",42.427,-73.676,"2022","2022: No Conclusion","No Conclusion"
"472","42.428_-76.224",42.428,-76.224,"2016","2016: No Known Impact","No Known Impact"
"473","42.428_-77.431",42.428,-77.431,"2016","2016: No Known Impact","No Known Impact"
"474","42.43_-74.458",42.43,-74.458,"2015","2015: No Conclusion","No Conclusion"
"475","42.431_-74.467",42.431,-74.467,"2015","2015: No Known Impact","No Known Impact"
"476","42.432_-74.463",42.432,-74.463,"2014","2014: No Conclusion","No Conclusion"
"477","42.433_-77.456",42.433,-77.456,"2016","2016: No Known Impact","No Known Impact"
"478","42.434_-77.456",42.434,-77.456,"2016","2016: No Conclusion","No Conclusion"
"479","42.442_-76.033",42.442,-76.033,"2015","2015: No Known Impact","No Known Impact"
"480","42.446_-74.92",42.446,-74.92,"2017","2017: No Known Impact","No Known Impact"
"481","42.447_-74.759",42.447,-74.759,"2013","2013: No Known Impact","No Known Impact"
"482","42.448_-76.502",42.448,-76.502,"2015","2015: No Conclusion","No Conclusion"
"483","42.452_-75.016",42.452,-75.016,"2017","2017: No Conclusion","No Conclusion"
"484","42.462_-75.055",42.462,-75.055,"2022","2022: No Conclusion","No Conclusion"
"485","42.463_-73.848",42.463,-73.848,"2015","2015: No Known Impact","No Known Impact"
"486","42.464_-75.055",42.464,-75.055,"2017","2017: No Conclusion","No Conclusion"
"487","42.465_-73.77",42.465,-73.77,"2013","2013: No Conclusion","No Conclusion"
"488","42.465_-73.792",42.465,-73.792,"2016","2016: Possibly Impaired","Possibly Impaired"
"489","42.467_-75.05",42.467,-75.05,"2017","2017: No Conclusion","No Conclusion"
"490","42.468_-75.911",42.468,-75.911,"2015","2015: No Known Impact","No Known Impact"
"491","42.468_-79.181",42.468,-79.181,"2014","2014: No Conclusion","No Conclusion"
"492","42.471_-73.868",42.471,-73.868,"2016","2016: No Conclusion","No Conclusion"
"493","42.476_-73.793",42.476,-73.793,"2016","2016: Possibly Impaired","Possibly Impaired"
"494","42.478_-73.794",42.478,-73.794,"2013","2013: No Conclusion","No Conclusion"
"495","42.481_-74.033",42.481,-74.033,"2016","2016: Dry","Dry"
"496","42.482_-79.306",42.482,-79.306,"2014","2014: Possibly Impaired
2014: No Conclusion","No Conclusion"
"497","42.485_-74.268",42.485,-74.268,"2013","2013: No Known Impact","No Known Impact"
"498","42.489_-74.959",42.489,-74.959,"2022","2022: No Conclusion","No Conclusion"
"499","42.49_-76.914",42.49,-76.914,"2016","2016: No Known Impact","No Known Impact"
"500","42.494_-73.447",42.494,-73.447,"2015","2015: No Known Impact
2014: No Conclusion","No Known Impact"
"501","42.495_-73.447",42.495,-73.447,"2016","2016: No Conclusion","No Conclusion"
"502","42.495_-75.045",42.495,-75.045,"2016","2016: No Known Impact","No Known Impact"
"503","42.497_-75.53",42.497,-75.53,"2020","2020: No Conclusion","No Conclusion"
"504","42.499_-74.02",42.499,-74.02,"2016","2016: Dry","Dry"
"505","42.5_-74.292",42.5,-74.292,"2013","2013: No Known Impact","No Known Impact"
"506","42.5_-75.185",42.5,-75.185,"2017","2017: No Conclusion","No Conclusion"
"507","42.501_-74.031",42.501,-74.031,"2016","2016: No Conclusion","No Conclusion"
"508","42.505_-73.735",42.505,-73.735,"2012","2012: No Conclusion","No Conclusion"
"509","42.506_-73.506",42.506,-73.506,"2016","2016: No Conclusion
2015: No Conclusion
2014: No Known Impact","No Conclusion"
"510","42.508_-73.509",42.508,-73.509,"2016","2016: No Known Impact
2012: No Conclusion","No Known Impact"
"511","42.512_-73.808",42.512,-73.808,"2016","2016: No Known Impact","No Known Impact"
"512","42.512_-75.393",42.512,-75.393,"2020","2020: No Conclusion","No Conclusion"
"513","42.514_-73.515",42.514,-73.515,"2020","2020: No Known Impact","No Known Impact"
"514","42.514_-73.516",42.514,-73.516,"2020","2020: No Conclusion","No Conclusion"
"515","42.514_-73.617",42.514,-73.617,"2014","2014: No Conclusion","No Conclusion"
"516","42.514_-74.048",42.514,-74.048,"2013","2013: No Conclusion","No Conclusion"
"517","42.514_-74.245",42.514,-74.245,"2013","2013: No Known Impact","No Known Impact"
"518","42.516_-73.753",42.516,-73.753,"2013","2013: No Conclusion","No Conclusion"
"519","42.516_-73.755",42.516,-73.755,"2012","2012: No Conclusion
2012: No Conclusion","No Conclusion"
"520","42.518_-73.372",42.518,-73.372,"2014","2014: No Conclusion","No Conclusion"
"521","42.518_-76.974",42.518,-76.974,"2021","2021: No Conclusion","No Conclusion"
"522","42.52_-73.672",42.52,-73.672,"2013","2013: No Known Impact","No Known Impact"
"523","42.522_-74.703",42.522,-74.703,"2013","2013: No Known Impact","No Known Impact"
"524","42.525_-73.754",42.525,-73.754,"2020","2020: No Conclusion","No Conclusion"
"525","42.525_-76.483",42.525,-76.483,"2015","2015: No Known Impact","No Known Impact"
"526","42.526_-73.473",42.526,-73.473,"2016","2016: No Known Impact
2015: No Conclusion
2014: No Conclusion","No Known Impact"
"527","42.527_-77.002",42.527,-77.002,"2021","2021: No Conclusion","No Conclusion"
"528","42.529_-73.82",42.529,-73.82,"2012","2012: No Conclusion","No Conclusion"
"529","42.53_-75.899",42.53,-75.899,"2016","2016: No Known Impact","No Known Impact"
"530","42.53_-76.635",42.53,-76.635,"2015","2015: No Known Impact","No Known Impact"
"531","42.531_-73.416",42.531,-73.416,"2012","2012: No Known Impact
2012: No Known Impact","No Known Impact"
"532","42.536_-74.077",42.536,-74.077,"2016","2016: Possibly Impaired","Possibly Impaired"
"533","42.537_-73.732",42.537,-73.732,"2020","2020: No Conclusion","No Conclusion"
"534","42.537_-73.839",42.537,-73.839,"2019","2019: No Conclusion","No Conclusion"
"535","42.539_-73.829",42.539,-73.829,"2017","2017: No Conclusion
2016: Possibly Impaired","No Conclusion"
"536","42.54_-73.403",42.54,-73.403,"2014","2014: No Conclusion","No Conclusion"
"537","42.54_-73.83",42.54,-73.83,"2012","2012: No Conclusion
2012: No Conclusion","No Conclusion"
"538","42.541_-73.893",42.541,-73.893,"2014","2014: No Known Impact","No Known Impact"
"539","42.541_-75.904",42.541,-75.904,"2016","2016: No Known Impact","No Known Impact"
"540","42.541_-76.649",42.541,-76.649,"2016","2016: No Known Impact","No Known Impact"
